"simulacao";"alunos";"aluguel";"custo";"pessoal";"despesas";"imposto";"fluxoCaixa";"fluxoAcumulado";"ano"
4570;624923,18973659;184512,291404491;104084,021697296;287657,544147801;34550,1702213343;32377,4192456432;350766,325829007;8049,04143597244;2
4570;704123,674181505;175370,848281895;115660,593111456;320081,580365033;38465,8914076953;35179,780898536;370106,67668068;378155,718116653;3
4570;761100,297695551;176858,328478326;126998,946554502;351495,203666999;42824,6533315266;37518,3450469551;379121,477573895;757277,195690547;4
4571;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4571;573092,561614202;170976,092908328;93831,9091457479;266247,23224024;31308,2660791359;29762,7461809012;322918,500876505;-380021,449123495;1
4571;608949,275436043;164675,116084941;103002,742637857;293984,949585984;34434,6427395117;30944,9756608394;311257,080896792;-68764,3682267032;2
4571;645651,547114475;171059,497969642;114690,277026926;319244,873726378;38351,4487953741;32668,4418033647;311756,003732074;242991,635505371;3
4571;715933,413551341;166986,643631066;124685,035332584;356242,993682607;41538,0585353724;35316,8022872963;325137,167344547;568128,802849918;4
4572;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4572;563296,423174051;166882,13953962;94985,2094004208;261663,075808915;30680,4233796627;29207,1425085469;313642,711616126;-389297,238383874;1
4572;579285,079630162;166979,154014984;104627,16039131;287165,283841221;33769,7917970714;29850,5693458059;290851,428269738;-98445,8101141364;2
4572;604804,703792762;173508,266793808;113527,872585742;318694,103665369;37249,0027248588;31132,5188234628;277709,472787138;179263,662673001;3
4572;632577,337569554;169007,339564162;123700,550879892;349543,152747044;40985,8661110188;32063,3870853486;255291,720310413;434555,382983414;4
4573;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4573;610086,054962122;184797,040853334;93535,6862516627;266833,654571104;31486,8204758582;31795,3238326182;371231,610684212;-331708,339315788;1
4573;680158,869062099;184322,371002248;102676,172754321;295326,390549633;34833,5809022377;34579,2496025739;397065,846255581;65357,5069397934;2
4573;746823,983661343;178460,229461704;113220,060790631;323753,936637274;38492,8003010262;37011,3685249219;412806,046869194;478163,553808988;3
4573;805124,689475524;175255,80172447;124819,413897206;356514,845435661;42157,4542490187;39215,2196479998;417673,55797011;895837,111779097;4
4574;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4574;594157,176929376;181884,491333756;93378,9348771545;264798,084998968;31221,0317062438;31041,6667305253;355601,949950241;-347338,000049759;1
4574;615161,768245113;188299,817438349;101604,141591866;291251,606419221;34070,5569060653;32138,4634273385;344396,817338971;-2941,18271078815;2
4574;651882,645406324;182116,010558256;110988,259428707;320445,123772379;37767,1735932861;33359,9462385832;331438,152931625;328496,970220837;3
4574;707699,680212845;186398,601037507;121505,156440401;352859,297360962;41002,1000737695;35763,9312500141;342967,796125204;671464,766346041;4
4575;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4575;614353,09651488;173069,748184522;95469,2973636687;263973,9954156;31172,5961561128;31496,9137879761;365310,041976045;-337629,908023955;1
4575;639054,69472337;170655,740113966;103258,676955445;294136,296355239;34564,4493921866;32388,4173934934;345362,594740972;7732,68671701726;2
4575;662983,042021262;159295,328370665;111646,890498193;320814,126606617;38376,8713426578;32891,1348156771;318549,347128782;326282,033845799;3
4575;703438,620470237;161574,029496896;122884,885663345;348637,257995502;42112,6308733463;34600,5059986854;316777,369436255;643059,403282054;4
4576;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4576;604873,967827063;188546,863829194;93135,6445860903;259819,696376734;31196,4832007178;31736,8332662503;377532,174226464;-325407,775773536;1
4576;623626,087357262;184440,850845976;103184,802235033;284723,426077458;34410,5074372225;32322,6775281295;353425,524925395;28017,7491518593;2
4576;658085,408021879;179331,691728509;113384,822992961;311699,292834159;37439,4010568844;33496,6839900156;341396,898876368;369414,648028227;3
4576;705705,909237733;180948,443082358;125624,171675808;343906,268878839;41411,0768132966;35466,1740928037;340246,660859345;709661,308887572;4
4577;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4577;606236,221699415;169772,67159544;94576,6826680552;262873,344330539;31098,3109940984;31040,3557317942;356420,199570367;-346519,750429633;1
4577;673404,999679618;170084,201738222;105663,225794922;289128,419559624;34026,5511531395;33739,5680567136;380931,436853441;34411,6864238084;2
4577;749758,202897149;167790,875430112;116783,931843179;313995,810128625;37694,6166807621;36701,9631330904;412372,756541604;446784,442965412;3
4577;803614,771740411;168527,09042357;128099,990540743;347170,047160138;40777,5535512914;38885,6744865592;417208,59642525;863993,039390662;4
4578;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4578;590283,71861374;178039,618784507;94282,2954924795;261369,534759028;31232,4121605748;30732,9334959299;350706,161490235;-352233,788509765;1
4578;633267,919644697;180058,567144158;104041,903889727;286171,841607311;34857,7145676167;32533,0594715542;355721,967252646;3488,17874288122;2
4578;676993,120403358;175484,287598794;116456,118229772;313320,55080109;38236,2594886949;34099,0963200861;350365,383162509;353853,561905391;3
4578;725341,736779332;177635,429142456;129905,986451893;345163,061502059;42390,5688681298;36119,0866368715;349398,462462835;703252,024368226;4
4579;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4579;623660,885800715;170428,839073164;91248,6102650281;265549,380642299;31639,0814457084;31763,5889949552;373889,063525888;-329050,886474112;1
4579;658660,395431888;169543,984327744;102043,986794866;292369,481827015;35038,1448888526;33128,1751903853;365624,591058514;36573,704584402;2
4579;722414,740345764;171334,795584653;111808,273071969;324427,477254431;39039,0758669976;35749,9814372167;382724,728299802;419298,432884204;3
4579;790161,064893541;165101,412160734;123857,885404475;358091,556510079;42955,8412404659;38210,499082171;392146,694817085;811445,12770129;4
4580;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4580;607678,511431149;171008,330415778;94908,7519605747;265076,365273798;31204,9398205721;31147,4736738771;356349,311118106;-346590,638881894;1
4580;640519,545129312;178263,570820322;103364,061508348;293875,603808178;34246,4896662965;32751,3246379854;354545,636328826;7954,99744693184;2
4580;674658,529879929;179689,951124086;113553,985215114;320614,90060613;37605,6167591413;34173,9392401606;348400,039183469;356355,036630401;3
4580;715861,677419515;179464,702336309;125795,231022191;354261,266358213;41452,9955093368;35813,055190233;338003,83167585;694358,868306251;4
4581;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4581;583878,507818541;165799,990955172;94581,7174137438;265452,200444835;31601,5562032702;29987,1399509485;328055,884760915;-374884,065239084;1
4581;649966,041537048;177292,770339167;103392,153395489;291033,838859388;34934,5049434714;33090,3524750486;364807,962202819;-10076,1030362651;2
4581;704750,693180737;171418,766278444;113379,556110664;319353,740811953;38153,0205164488;35046,7783783672;370236,363641747;360160,260605482;3
4581;775702,269462696;169625,276707487;121781,819815396;352559,190861385;41799,9169976967;37813,1018468073;391373,516648899;751533,777254381;4
4582;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4582;607975,159233372;178620,967637176;94003,8224218753;265725,295222674;31544,4346618399;31463,8450748219;363858,729489336;-339081,220510664;1
4582;647127,538189748;176976,314967005;102748,478694135;293579,960075095;34751,065523896;32964,1541262701;360060,194737357;20978,9742266926;2
4582;711774,153893229;173302,796450593;112208,710263081;318435,448815978;37981,7085072304;35403,0780137529;381048,00474378;402026,978970473;3
4582;781036,955642468;181432,105442884;124543,373680148;346217,988585425;41168,437861222;38498,7624434141;412040,498515143;814067,477485615;4
4583;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4583;578232,945822967;171728,728261915;95031,7578857884;267086,07720205;30710,1612035434;29998,4669633953;327135,210830104;-375804,739169896;1
4583;650502,044859144;174216,075371596;103994,31609278;293252,252126146;33855,8498905055;32988,7248092296;360626,977312078;-15177,7618578174;2
4583;703533,215010823;159606,15263199;114372,217797732;321480,974982739;37169,5157893191;34525,5747057125;355591,084367311;340413,322509494;3
4583;766859,680134378;161979,369692884;124157,188802977;352397,216578305;41045,9755774365;37153,5619930905;374085,106875454;714498,429384948;4
4584;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4584;581045,950295301;176119,491091845;93783,7153646873;262778,145798655;31531,5457619655;30286,6176554859;338785,416806353;-364154,533193647;1
4584;627841,151438625;184633,89445457;103421,126156578;288228,57006047;34349,3839194443;32499,0018357278;353976,963920975;-10177,5692726715;2
4584;652149,431383138;185338,802826813;114544,503744645;315375,527515135;37448,5071775086;33499,5293683981;336620,166404265;326442,597131593;3
4584;710188,280437541;182454,898329868;124115,585770085;344559,041270645;41383,833641661;35705,7271506964;346878,990934322;673321,588065915;4
4585;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4585;604838,335384881;167646,176524002;94151,4529614739;266592,904106213;31707,8966842054;30899,3804763553;349132,877680636;-353807,072319364;1
4585;630256,59873748;167984,465108635;101821,459048031;293411,669538908;34866,2166806055;31929,6425538446;336212,076024727;-17594,9962946371;2
4585;688650,615747062;163109,70890515;112896,406826431;321595,008226958;38498,3475792892;34070,4129860885;344700,149033446;327105,152738809;3
4585;737343,931274522;169551,23484579;123172,184516145;358371,667126163;42332,4002781936;36275,8066448125;346743,107554998;673848,260293807;4
4586;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4586;582598,781836267;168588,107808451;93711,1526774193;264043,864518777;30870,0624134592;30047,4755857887;332514,334449274;-370425,615550726;1
4586;638164,628581133;173579,228059932;103859,363673769;292457,076036133;33631,2788965151;32469,7542656426;349326,383769006;-21099,2317817191;2
4586;690433,535257791;163955,783896579;112086,708593875;322433,437950268;36977,4605126586;34175,5727661748;348716,139331394;327616,907549675;3
4586;772626,070607455;158454,245491642;121519,40484395;356927,7672577;40148,7040689758;37243,2126439639;375241,227284508;702858,134834183;4
4587;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4587;581193,867993435;174719,533758945;93311,1859874694;265223,83221587;31480,2457145583;30236,5360700952;335661,601764387;-367278,348235613;1
4587;637570,35324323;169677,041779412;101902,804505111;291390,69429461;35317,185127011;32289,8958009057;346346,815295005;-20931,5329406074;2
4587;712641,29968391;158625,707406114;112128,37731097;319476,22748826;38693,8736872905;34850,6802836009;366117,848319902;345186,315379295;3
4587;755148,432516091;164238,501509433;123461,666094139;344372,611045188;41993,8528406096;36775,477361021;372783,326684566;717969,642063861;4
4588;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4588;601585,07134943;174017,308482467;93598,4381529245;263510,656690371;31034,5658953678;31024,0951932759;356434,623899958;-346505,326100042;1
4588;640704,164811222;179209,96459309;100793,151993706;282861,864181462;34758,7107450522;32796,5651761725;368703,83730792;22198,5112078778;2
4588;686078,764532153;177292,945373367;110162,847677311;312812,109169017;38246,4740681924;34534,8683962208;367615,410594779;389813,921802657;3
4588;759468,470688745;177950,297352188;121721,178382015;340580,158223206;42221,8225522076;37496,7507216373;395398,858161867;785212,779964524;4
4589;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4589;584391,328818123;173642,534957377;93386,2881235186;263694,90569397;31429,0988198481;30321,35455102;339202,216587143;-363737,733412857;1
4589;628298,976576907;174608,027896666;101899,466410228;290101,442090084;34639,3410595167;32116,2801789429;344150,474734801;-19587,2586780559;2
4589;665371,74346376;183345,307105803;114767,320155824;318846,078227632;38166,2903819245;33948,6820227825;342988,6797814;323401,421103344;3
4589;705927,807998531;186432,107532041;127195,458744559;357131,526141298;41811,9213204326;35694,3966212229;330526,612703058;653928,033806402;4
4590;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4590;617401,717216829;176295,260410022;94223,8940170387;262634,770184515;30926,3552115774;31747,8791050741;374164,079108646;-328775,870891354;1
4590;647886,197937818;179332,976811683;103687,643507082;285424,55587082;34307,2125580138;33088,7669899801;370710,995823606;41935,124932252;2
4590;679175,698256462;157102,374342197;111626,208367195;314647,620688387;37201,5206473804;33451,1229039464;339351,59999175;381286,724924002;3
4590;708862,540265434;157235,113058496;123531,599864761;344865,848470889;41981,9748711534;34643,9061329572;321074,32398417;702361,048908172;4
4591;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4591;602890,734830753;173629,016962019;93773,2123248924;261810,439362558;31269,1274034176;31060,7900717109;358606,182630194;-344333,767369806;1
4591;653593,897973984;174630,399288241;102649,181087399;288183,010413114;34476,9041206324;33128,971890489;369786,22975059;25452,4623807843;2
4591;699463,71669869;180022,374590882;113102,626515014;315861,719271983;38336,8743195459;35179,4436515829;377005,427531446;402457,88991223;3
4591;701243,444262916;181592,518886597;123047,149373664;344659,350446128;42231,8548756288;35313,4385259805;337584,169928112;740042,059840342;4
4592;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4592;587314,039389353;179183,752181961;93565,2563441269;266124,593460046;31212,0874460897;30659,9116628526;344935,9426582;-358004,0073418;1
4592;635298,28794511;182337,140563772;102739,325795981;296261,374671874;34215,4483136073;32705,4171403553;351713,862587066;-6290,14475473424;2
4592;663606,611743159;185183,120124383;113230,089259369;326048,385404638;37487,0548639634;33951,5892747017;338072,613064869;331782,468310135;3
4592;680994,463878558;183494,674479675;126131,809028456;357357,078076069;41374,0300108607;34579,5655343293;305046,655708519;636829,124018654;4
4593;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4593;609021,943220749;169006,10364098;94184,2289363585;269533,466248697;30976,8324547197;31121,1218744692;352212,397347485;-350727,552652515;1
4593;676314,038602056;170750,333354458;103109,309113283;293328,997791414;33997,1286753455;33882,5748782606;382746,361498211;32018,8088456964;2
4593;697595,676208633;170343,195329461;112777,930519619;322923,95288465;37080,4074907206;34717,5548615238;360439,025781581;392457,834627278;3
4593;751156,942041602;174208,070514168;123345,577897608;355190,336520798;40944,2929400197;37014,6005022308;368870,204695114;761328,039322391;4
4594;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4594;583579,301548834;173028,736628695;94625,2095748219;264006,687594791;31432,5298639953;30264,3215271012;336279,289616819;-366660,660383181;1
4594;603595,013946432;177169,752201562;103603,655041596;288241,436205406;35167,0172348421;31230,5906459198;322522,067020231;-44138,5933629501;2
4594;643405,359353131;174684,910990487;115782,353220082;320590,973254636;38382,0384173415;32723,6108137447;310611,294637814;266472,701274864;3
4594;701456,095821043;179016,067997222;128270,014980904;353798,32691512;42622,0145310855;35218,8865527306;320562,920838426;587035,62211329;4
4595;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4595;613008,403760575;175229,332893366;93523,3904343866;264763,21048304;31522,6853583297;31529,5094661577;366898,940912027;-336041,009087973;1
4595;677944,842204107;172944,042839422;102677,62554395;291631,440900534;34530,7290973286;34035,5554017412;388013,534099975;51972,5250120023;2
4595;749773,087313183;181875,485763487;111556,312521958;324358,843838294;38158,2611793776;37265,9429230668;420309,212613973;472281,737625975;3
4595;839992,359763289;182323,611592355;121393,652742425;359853,102790247;41928,6409142751;40892,6388542258;458247,936054471;930529,673680446;4
4596;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4596;594250,637589519;168742,587247816;94890,8916464578;261766,284876041;31553,9623778744;30519,7289934934;344262,356943468;-358677,593056532;1
4596;631412,492415386;166344,524132874;106183,845182257;287638,879253475;34895,0922082086;31910,2806619304;337128,91924239;-21548,6738141419;2
4596;673391,500872658;172004,22358046;116425,725556796;318442,361548941;38032,4505456245;33815,8289781247;338679,357823632;317130,68400949;3
4596;738891,127293978;169346,164908447;126920,091282204;350409,720832225;41652,4544259319;36329,491688097;352925,533973967;670056,217983457;4
4597;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4597;589097,311245039;168857,545726102;93077,9820150459;259720,70292895;31632,8488127903;30318,1942788457;343205,12893551;-359734,82106449;1
4597;644649,185769591;167198,341593547;102167,695088739;285475,005163265;35368,8344804384;32473,9010945255;356362,091536171;-3372,72952831897;2
4597;687825,401674549;161376,454528776;112647,201625681;305765,557778478;39132,5519235739;33968,074248133;357688,470627458;354315,741099139;3
4597;757775,668182936;152853,345332857;125745,728002454;336624,86408954;42960,6249953795;36425,1605406317;368872,635887788;723188,376986927;4
4598;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4598;602735,805521322;175073,445215434;93324,0148077732;264565,018438973;31511,6068498905;31112,3700294702;357296,240610649;-345643,709389351;1
4598;696669,904812826;181729,598410419;101405,248826968;292269,321334807;34711,8698031283;35135,9801289298;414877,083129412;69233,3737400612;2
4598;758877,407508246;183025,703930473;111973,673653113;323341,880047773;37783,7019935471;37676,1244575488;431127,731286737;500361,105026798;3
4598;831937,332947904;184569,446084299;124645,899100906;353545,437185103;40930,6885251534;40660,2711612881;456724,483059752;957085,588086551;4
4599;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4599;597902,934162306;181671,27062628;94814,3562049058;261559,76953982;31013,8752053884;31182,9681915435;361003,235646929;-341936,714353071;1
4599;607973,308953048;179097,30917474;102696,30699547;287440,696932453;33417,6555499296;31482,8247251115;332033,133924823;-9903,58042824769;2
4599;678511,504598069;176095,951673288;112476,508460974;313041,465400353;36491,2966999409;34184,2982508543;358413,887459235;348510,307030987;3
4599;715085,317965847;184242,260891386;123555,279642778;349735,039394333;40458,4010463803;35973,1031542893;349605,755619454;698116,062650441;4
4600;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4600;638491,218631294;162200,581830227;94433,3126700268;264073,801479663;31304,0585851613;32027,6720184608;378852,955708209;-324086,994291791;1
4600;653796,118984452;163676,216741269;102091,104369171;292829,422331593;34116,2859609875;32698,8934290288;355736,62963494;31649,6353431497;2
4600;742556,521693767;156346,427237993;111770,861609381;326127,742221024;37512,0224661413;35956,1179572704;387536,204677943;419185,840021093;3
4600;805293,182158981;159026,984674272;121914,134980275;355879,286540191;40929,141234187;38572,8066733301;407024,79740527;826210,637426363;4
4601;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4601;579615,115550191;169176,410862193;94079,7763482313;266667,28704436;30791,1495475952;29951,6610564954;327301,652415702;-375638,297584298;1
4601;643663,250412641;173347,84467327;101668,520082045;295188,025050845;34050,2438205198;32680,4438034364;353423,862329064;-22214,4352552333;2
4601;675775,42789967;175571,934488594;111954,463193884;328646,999560403;38030,5309607038;34053,8944955305;338661,474177742;316447,038922509;3
4601;751531,315093847;180320,983689029;122601,027309125;362347,949340677;42300,8587968777;37274,091951315;367328,371384881;683775,41030739;4
4602;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4602;586173,151417154;160781,249165618;94504,8048354464;260703,548577246;31342,7955259972;29878,1760233109;330525,075620771;-372414,874379229;1
4602;618207,560256047;164015,50213064;103962,635664602;286427,97408873;34798,6635182245;31288,9224954675;325744,866619663;-46670,0077595656;2
4602;678918,100014124;164828,377313178;114916,422516905;310542,06640509;37933,898714486;33749,8590930921;346604,230597729;299934,222838163;3
4602;686175,71133604;164700,691629982;126672,497092689;343190,717025348;42140,4097221246;34035,0561186409;304837,72300722;604771,945845383;4
4603;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4603;576285,735618092;169939,7849017;94708,7328813898;263672,979904177;31097,9273780528;29849,0208207917;326896,859535381;-376043,090464619;1
4603;624635,326668786;175429,088839267;103304,392390369;287265,507627179;33927,248403678;32002,5766203222;343564,690466506;-32478,3999981132;2
4603;672546,301614953;165775,378121133;113130,442738157;315462,331927374;37471,6227876227;33532,8671894434;338724,415093489;306246,015095376;3
4603;703883,676670544;164112,489367537;123417,124026438;344929,152766425;41125,089516709;34719,8466415232;323804,953086986;630050,968182362;4
4604;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4604;588226,730568077;178638,26207673;93103,1092843885;264765,447745005;30875,9833759134;30674,5997057923;347445,852533707;-355494,097466293;1
4604;611733,462171489;175360,371569224;100281,990634372;291108,137336194;33649,906078169;31483,7533496285;330570,04634235;-24924,0511239425;2
4604;664831,278519238;178241,686977861;110286,258945254;321902,738325808;37392,6534295793;33722,918619884;339768,396176574;314844,345052632;3
4604;753267,172872183;165277,868678308;121814,320122924;354110,799564032;41416,223441317;36741,8016620197;364461,8967602;679306,241812831;4
4605;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4605;613029,181715479;175459,415622067;93323,5612889663;265813,583159205;31550,284845392;31539,5438935019;366261,624150482;-336678,325849518;1
4605;656542,566260819;184813,662708547;101402,311339942;293876,87630498;33927,769229858;33654,2491587747;378495,022935812;41816,697086294;2
4605;714531,616135316;189814,281904024;111486,332190803;327766,16011765;36861,0842937893;36173,8359215736;392058,485515524;433875,182601818;3
4605;748369,40869737;198539,846113487;122369,164067243;356071,457330078;40766,7251912934;37876,3701924343;389825,538029808;823700,720631626;4
4606;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4606;578856,607189311;180970,87294836;93985,1674157327;266070,644219781;31270,3622560372;30393,0992055069;338108,207040614;-364831,742959386;1
4606;603067,982890284;178871,923802548;102969,261843068;296288,869196222;34589,4018031771;31277,5962677133;316814,777582651;-48016,9653767347;2
4606;656910,158698694;173129,651625316;112269,797629503;324401,410858243;38051,2233436566;33201,5924129604;322115,786079647;274098,820702912;3
4606;743052,915756932;176085,164792442;121121,749527999;354180,759011037;42220,9757487506;36765,523221975;364849,073039612;638947,893742524;4
4607;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4607;596805,551341519;176132,574693787;94537,2546114141;263924,882980317;31028,7889043726;30917,5250414122;352529,674497789;-350410,275502211;1
4607;638311,012326613;184060,955637425;103190,663723342;288985,677773301;33732,0222072165;32894,8787185615;363568,725541617;13158,4500394064;2
4607;705176,419376896;180935,464979825;112093,121096198;320289,062560006;36986,6453908378;35444,4753742688;381298,579935411;394457,029974817;3
4607;759300,134641522;175443,099354545;125220,610174259;350338,19917902;40863,6769521108;37389,7293598427;380931,018330835;775388,048305652;4
4608;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4608;600276,118586775;173076,259372337;93979,9605995397;264964,161487182;31324,3063239828;30934,0951183645;352149,854430042;-350790,095569958;1
4608;654884,676491524;170249,952650614;103517,928294314;290952,276055191;34265,5699053275;33005,3851656855;363393,46972162;12603,3741516618;2
4608;689160,25170016;165701,346292674;116175,854664379;318463,460963916;38074,6575328437;34194,4639197133;347953,160911982;360556,535063643;3
4608;747575,36318339;162898,133808481;127384,95698181;348674,284941765;42808,5865755321;36418,9398796748;355186,728613088;715743,263676732;4
4609;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4609;597330,362061266;173564,591291856;92674,0456964542;265794,938215017;31349,9821517189;30835,7981341249;350240,189155806;-352699,760844194;1
4609;657701,348142191;169741,082160654;101754,686652197;292039,792652114;34761,6502607285;33097,6972121138;365788,603525691;13088,8426814977;2
4609;673177,742160513;165524,007633301;112392,467034776;324492,121886922;38090,0782273979;33548,0699917526;330179,012652966;343267,855334464;3
4609;772310,184295652;166138,245021069;124731,613368872;353145,167384405;42061,9909506202;37537,9371726688;380971,720440154;724239,575774618;4
4610;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4610;601913,654872015;165694,124096602;95071,5042217437;268461,890488367;30915,9856194682;30704,3111587447;342454,087480294;-360485,862519706;1
4610;648483,618253992;170490,644207964;106021,681237477;296650,585562938;33732,8695217706;32758,9704984782;349810,155641291;-10675,7068784148;2
4610;675995,292189573;164188,093786158;116099,137051366;328848,560156187;37193,5114492754;33607,3354390292;324434,841879873;313759,135001458;3
4610;698444,901656992;175269,551168632;126786,71440445;360946,087676784;40750,6452480711;34948,578113025;310282,427383294;624041,562384752;4
4611;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4611;614770,717907373;175975,299633629;93948,632577115;269108,650193283;30887,4333616573;31629,8407016401;365171,460707306;-337768,489292694;1
4611;660051,941259051;175658,888619533;102536,948047199;290684,708821047;34092,0485140065;33428,4331951434;374968,691301188;37200,2020084948;2
4611;718111,965677038;179681,07019403;110966,82280597;316161,020173077;37633,0527267897;35911,7214348427;397120,418730388;434320,620738883;3
4611;789938,473925226;184219,915967787;121671,484538191;347509,625679183;41891,1066861099;38966,3355957205;424119,837393808;858440,458132691;4
4612;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4612;616673,24642278;174337,063048164;94087,4277943117;265428,181728345;31187,031118886;31640,4123788377;368667,256450563;-334272,693549437;1
4612;664252,21387649;169377,74811141;103539,606544638;293039,575734088;34819,4951929228;33345,198479516;368886,086036735;34613,3924872972;2
4612;716058,205775445;180184,841118896;113753,092705719;322783,179874147;38839,5203104108;35849,7218757736;385017,532128291;419630,924615588;3
4612;729942,733406795;173310,489967115;125257,815823223;354401,933293676;42764,9399125717;36130,1289349564;344698,405409483;764329,330025071;4
4613;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4613;586465,085883852;170229,300361348;94684,2755192787;264901,409178876;31401,3484054016;30267,775449808;335439,577691835;-367500,372308165;1
4613;667618,598436306;161190,679739848;103340,775551025;294066,957524631;34661,7274554648;33152,3711270462;363587,446517987;-3912,92579017743;2
4613;697658,365269661;155588,56963425;112077,219413055;319848,173892421;38429,4283303501;34129,8773961565;348762,235871929;344849,310081751;3
4613;761788,079522768;164165,217258011;124358,518254428;359255,85002915;42917,8791797836;37038,1318712311;362382,917446186;707232,227527938;4
4614;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4614;611854,79324669;185589,626712657;93169,8152573692;265822,454786671;31657,8856761866;31897,7767983739;374896,487440746;-328043,462559254;1
4614;701075,361817828;189827,733270851;102389,45059956;292662,837803946;35029,2396940856;35636,1238035472;425185,44318754;97141,9806282864;2
4614;775925,756631563;179643,069082315;112443,899191101;321064,370946056;38364,5463437127;38222,7530285551;445473,256204453;542615,23683274;3
4614;831277,699662102;177530,643432468;124303,40387445;351229,114297893;42333,9508624695;40352,3337237828;450589,540335974;993204,777168714;4
4615;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4615;586617,173988898;166916,838290467;93864,953272822;266545,346120152;31138,9878615546;30141,3604911746;331843,364533662;-371096,585466338;1
4615;626959,411937871;175890,69281971;102962,719518289;292720,264949542;34522,4732545311;32114,0041903032;340530,642844915;-30565,9426214235;2
4615;693941,467843189;167504,188426935;115021,546824835;322173,361748573;38213,373004462;34457,826250805;351579,548441449;321013,605820026;3
4615;722900,90271017;163263,328988735;125639,972000794;353758,403492827;41094,1476818169;35446,5692679562;330225,139255511;651238,745075537;4
4616;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
4616;623174,422087812;167555,109828927;94221,7007494242;267553,05264354;31578,5117961205;31629,1812766695;365747,085450984;-337192,864549016;1
4616;673385,842836895;166970,079848116;104133,09976755;293531,192501087;34279,2040704596;33614,2369074004;374798,189438513;37605,3248894972;2
4616;732354,110822393;169700,119435715;115194,178411835;320080,634846622;38199,1397148707;36082,1692103243;392498,108074456;430103,432963953;3
4616;773691,441832142;155082,986801255;127996,412718028;351403,330105097;42128,5971733019;37150,9771453359;370095,111491635;800198,544455588;4
4617;551770;173390;85505,43;240763,68;28398,92;81217,92;-702939,95;-702939,95;0
